tileset,index,type_or_hex
battle_frontier_outside_west,142,COVERED
battle_frontier_outside_west,143,TOP
battle_frontier_outside_west,144,TOP
battle_frontier_outside_west,145,TOP
battle_frontier_outside_west,146,TOP
battle_frontier_outside_west,147,TOP
battle_frontier_outside_west,148,TOP
battle_frontier_outside_west,149,TOP
battle_frontier_outside_west,150,COVERED
battle_frontier_outside_west,151,TOP
battle_frontier_outside_west,152,TOP
battle_frontier_outside_west,153,TOP
battle_frontier_outside_west,154,TOP
battle_frontier_outside_west,155,TOP
battle_frontier_outside_west,156,TOP
battle_frontier_outside_west,157,TOP
battle_frontier_outside_west,158,COVERED
battle_frontier_outside_west,159,TOP
battle_frontier_outside_west,160,TOP
battle_frontier_outside_west,161,TOP
battle_frontier_outside_west,162,COVERED
battle_frontier_outside_west,163,COVERED
battle_frontier_outside_west,164,COVERED
battle_frontier_outside_west,165,COVERED
battle_frontier_outside_west,166,COVERED
battle_frontier_outside_west,167,TOP
battle_frontier_outside_west,168,TOP
battle_frontier_outside_west,169,TOP
battle_frontier_outside_west,170,COVERED
battle_frontier_outside_west,171,COVERED
battle_frontier_outside_west,172,COVERED
battle_frontier_outside_west,173,COVERED
battle_frontier_outside_west,174,TOP
battle_frontier_outside_west,175,TOP
battle_frontier_outside_west,176,TOP
battle_frontier_outside_west,177,TOP
battle_frontier_outside_west,178,TOP
battle_frontier_outside_west,179,TOP
battle_frontier_outside_west,180,TOP
battle_frontier_outside_west,181,TOP
battle_frontier_outside_west,182,TOP
battle_frontier_outside_west,183,TOP
battle_frontier_outside_west,184,TOP
battle_frontier_outside_west,185,TOP
battle_frontier_outside_west,186,TOP
battle_frontier_outside_west,187,TOP
battle_frontier_outside_west,188,TOP
battle_frontier_outside_west,189,TOP
battle_frontier_outside_west,190,TOP
battle_frontier_outside_west,191,TOP
battle_frontier_outside_west,192,TOP
battle_frontier_outside_west,193,TOP
battle_frontier_outside_west,194,TOP
battle_frontier_outside_west,195,TOP
battle_frontier_outside_west,196,TOP
battle_frontier_outside_west,197,TOP
battle_frontier_outside_west,198,TOP
battle_frontier_outside_west,199,TOP
battle_frontier_outside_west,200,TOP
battle_frontier_outside_west,201,TOP
battle_frontier_outside_west,202,TOP
battle_frontier_outside_west,203,TOP
battle_frontier_outside_west,204,TOP
battle_frontier_outside_west,205,TOP
battle_frontier_outside_west,206,TOP
battle_frontier_outside_west,207,TOP
battle_frontier_outside_west,208,COVERED
battle_frontier_outside_west,209,COVERED
battle_frontier_outside_west,210,COVERED
battle_frontier_outside_west,211,COVERED
battle_frontier_outside_west,212,COVERED
battle_frontier_outside_west,213,COVERED
battle_frontier_outside_west,214,COVERED
battle_frontier_outside_west,215,COVERED
battle_frontier_outside_west,216,COVERED
battle_frontier_outside_west,217,COVERED
battle_frontier_outside_west,218,COVERED
battle_frontier_outside_west,219,COVERED
battle_frontier_outside_west,220,TOP
battle_frontier_outside_west,221,COVERED
battle_frontier_outside_west,222,COVERED
battle_frontier_outside_west,223,COVERED
battle_frontier_outside_west,224,COVERED
battle_frontier_outside_west,225,TOP
battle_frontier_outside_west,226,TOP
battle_frontier_outside_west,227,COVERED
battle_frontier_outside_west,228,TOP
battle_frontier_outside_west,229,COVERED
battle_frontier_outside_west,230,TOP
battle_frontier_outside_west,231,TOP
battle_frontier_outside_west,232,TOP
battle_frontier_outside_west,233,TOP
battle_frontier_outside_west,234,TOP
battle_frontier_outside_west,235,TOP
battle_frontier_outside_west,236,TOP
battle_frontier_outside_west,237,COVERED
battle_frontier_outside_west,238,TOP
battle_frontier_outside_west,239,TOP
battle_frontier_outside_west,240,TOP
battle_frontier_outside_west,241,TOP
battle_frontier_outside_west,242,TOP
battle_frontier_outside_west,243,TOP
battle_frontier_outside_west,244,TOP
battle_frontier_outside_west,245,COVERED
battle_frontier_outside_west,246,TOP
battle_frontier_outside_west,247,TOP
battle_frontier_outside_west,248,TOP
battle_frontier_outside_west,249,TOP
battle_frontier_outside_west,250,TOP
battle_frontier_outside_west,251,TOP
battle_frontier_outside_west,252,TOP
battle_frontier_outside_west,253,COVERED
battle_frontier_outside_west,254,COVERED
battle_frontier_outside_west,255,TOP
battle_frontier_outside_west,256,TOP
battle_frontier_outside_west,257,TOP
battle_frontier_outside_west,258,TOP
battle_frontier_outside_west,259,TOP
battle_frontier_outside_west,260,TOP
battle_frontier_outside_west,261,COVERED
battle_frontier_outside_west,262,COVERED
battle_frontier_outside_west,263,COVERED
battle_frontier_outside_west,264,TOP
battle_frontier_outside_west,265,TOP
battle_frontier_outside_west,266,TOP
battle_frontier_outside_west,267,TOP
battle_frontier_outside_west,268,TOP
battle_frontier_outside_west,269,COVERED
battle_frontier_outside_west,270,COVERED
battle_frontier_outside_west,271,COVERED
battle_frontier_outside_west,272,COVERED
battle_frontier_outside_west,273,COVERED
battle_frontier_outside_west,274,COVERED
battle_frontier_outside_west,275,TOP
battle_frontier_outside_west,276,TOP
battle_frontier_outside_west,277,TOP
battle_frontier_outside_west,278,TOP
battle_frontier_outside_west,279,TOP
battle_frontier_outside_west,280,TOP
battle_frontier_outside_west,281,TOP
battle_frontier_outside_west,282,TOP
battle_frontier_outside_west,283,TOP
battle_frontier_outside_west,284,TOP
battle_frontier_outside_west,285,TOP
battle_frontier_outside_west,286,TOP
battle_frontier_outside_west,287,TOP
battle_frontier_outside_west,288,TOP
battle_frontier_outside_west,289,TOP
battle_frontier_outside_west,290,TOP
battle_frontier_outside_west,291,TOP
battle_frontier_outside_west,292,TOP
battle_frontier_outside_west,293,TOP
battle_frontier_outside_west,294,TOP
battle_frontier_outside_west,295,TOP
battle_frontier_outside_west,296,TOP
battle_frontier_outside_west,297,TOP
battle_frontier_outside_west,298,TOP
battle_frontier_outside_west,299,TOP
battle_frontier_outside_west,300,TOP
battle_frontier_outside_west,301,TOP
battle_frontier_outside_west,302,TOP
battle_frontier_outside_west,303,TOP
battle_frontier_outside_west,304,TOP
battle_frontier_outside_west,305,TOP
battle_frontier_outside_west,306,TOP
battle_frontier_outside_west,307,TOP
battle_frontier_outside_west,308,TOP
battle_frontier_outside_west,309,TOP
battle_frontier_outside_west,310,TOP
battle_frontier_outside_west,311,TOP
battle_frontier_outside_west,312,TOP
battle_frontier_outside_west,313,TOP
battle_frontier_outside_west,314,TOP
battle_frontier_outside_west,315,TOP
battle_frontier_outside_west,316,TOP
battle_frontier_outside_west,317,TOP
battle_frontier_outside_west,318,TOP
battle_frontier_outside_west,319,TOP
battle_frontier_outside_west,320,TOP
battle_frontier_outside_west,321,TOP
battle_frontier_outside_west,322,TOP
battle_frontier_outside_west,323,TOP
battle_frontier_outside_west,324,TOP
battle_frontier_outside_west,325,TOP
battle_frontier_outside_west,326,TOP
battle_frontier_outside_west,327,TOP
battle_frontier_outside_west,328,COVERED
battle_frontier_outside_west,329,COVERED
battle_frontier_outside_west,330,COVERED
battle_frontier_outside_west,331,COVERED
battle_frontier_outside_west,332,COVERED
battle_frontier_outside_west,333,COVERED
battle_frontier_outside_west,334,COVERED
battle_frontier_outside_west,335,COVERED
battle_frontier_outside_west,336,COVERED
battle_frontier_outside_west,337,COVERED
battle_frontier_outside_west,338,COVERED
battle_frontier_outside_west,339,COVERED
battle_frontier_outside_west,340,COVERED
battle_frontier_outside_west,341,COVERED
battle_frontier_outside_west,342,COVERED
battle_frontier_outside_west,343,COVERED
battle_frontier_outside_west,344,TOP
battle_frontier_outside_west,345,TOP
battle_frontier_outside_west,346,TOP
battle_frontier_outside_west,347,COVERED
battle_frontier_outside_west,348,COVERED
battle_frontier_outside_west,349,COVERED
battle_frontier_outside_west,350,COVERED
battle_frontier_outside_west,351,COVERED
battle_frontier_outside_west,352,TOP
battle_frontier_outside_west,353,TOP
battle_frontier_outside_west,354,TOP
battle_frontier_outside_west,355,TOP
battle_frontier_outside_west,356,TOP
battle_frontier_outside_west,357,TOP
battle_frontier_outside_west,358,TOP
battle_frontier_outside_west,359,COVERED
battle_frontier_outside_west,360,TOP
battle_frontier_outside_west,361,TOP
battle_frontier_outside_west,362,TOP
battle_frontier_outside_west,363,TOP
battle_frontier_outside_west,364,TOP
battle_frontier_outside_west,365,TOP
battle_frontier_outside_west,366,TOP
battle_frontier_outside_west,367,COVERED
battle_frontier_outside_west,368,TOP
battle_frontier_outside_west,369,COVERED
battle_frontier_outside_west,370,TOP
battle_frontier_outside_west,371,TOP
battle_frontier_outside_west,372,TOP
battle_frontier_outside_west,373,COVERED
battle_frontier_outside_west,374,COVERED
battle_frontier_outside_west,375,COVERED
battle_frontier_outside_west,376,TOP
battle_frontier_outside_west,377,TOP
battle_frontier_outside_west,378,TOP
battle_frontier_outside_west,379,TOP
battle_frontier_outside_west,380,TOP
battle_frontier_outside_west,381,TOP
battle_frontier_outside_west,382,TOP
battle_frontier_outside_west,383,TOP
battle_frontier_outside_west,384,TOP
battle_frontier_outside_west,385,TOP
battle_frontier_outside_west,386,TOP
battle_frontier_outside_west,387,TOP
battle_frontier_outside_west,388,TOP
battle_frontier_outside_west,389,TOP
battle_frontier_outside_west,390,TOP
battle_frontier_outside_west,391,TOP
battle_frontier_outside_west,392,TOP
battle_frontier_outside_west,393,TOP
battle_frontier_outside_west,394,COVERED
battle_frontier_outside_west,395,COVERED
battle_frontier_outside_west,396,COVERED
battle_frontier_outside_west,397,COVERED
battle_frontier_outside_west,398,COVERED
battle_frontier_outside_west,399,COVERED
battle_frontier_outside_west,400,COVERED
battle_frontier_outside_west,401,COVERED
battle_frontier_outside_west,402,COVERED
battle_frontier_outside_west,403,COVERED
battle_frontier_outside_west,404,COVERED
battle_frontier_outside_west,405,COVERED
battle_frontier_outside_west,406,COVERED
battle_frontier_outside_west,407,COVERED
battle_frontier_outside_west,408,COVERED
battle_frontier_outside_west,409,COVERED
battle_frontier_outside_west,410,COVERED
battle_frontier_outside_west,411,COVERED
battle_frontier_outside_west,412,COVERED
battle_frontier_outside_west,413,COVERED
battle_frontier_outside_west,414,TOP
battle_frontier_outside_west,415,TOP
battle_frontier_outside_west,416,COVERED
battle_frontier_outside_west,417,COVERED
battle_frontier_outside_west,418,COVERED
battle_frontier_outside_west,419,COVERED
battle_frontier_outside_west,420,COVERED
battle_frontier_outside_west,421,COVERED
battle_frontier_outside_west,422,TOP
battle_frontier_outside_west,423,COVERED
battle_frontier_outside_west,424,TOP
battle_frontier_outside_west,425,TOP
battle_frontier_outside_west,426,TOP
battle_frontier_outside_west,427,COVERED
battle_frontier_outside_west,428,COVERED
battle_frontier_outside_west,429,COVERED
battle_frontier_outside_west,430,COVERED
battle_frontier_outside_west,431,COVERED
battle_frontier_outside_west,432,TOP
battle_frontier_outside_west,433,TOP
battle_frontier_outside_west,434,TOP
battle_frontier_outside_west,435,TOP
battle_frontier_outside_west,436,COVERED
battle_frontier_outside_west,437,TOP
battle_frontier_outside_west,438,TOP
battle_frontier_outside_west,439,TOP
battle_frontier_outside_west,440,TOP
battle_frontier_outside_west,441,TOP
battle_frontier_outside_west,442,TOP
battle_frontier_outside_west,443,TOP
battle_frontier_outside_west,444,TOP
battle_frontier_outside_west,445,TOP
battle_frontier_outside_west,446,TOP
battle_frontier_outside_west,447,TOP
battle_frontier_outside_west,448,TOP
battle_frontier_outside_west,449,TOP
battle_frontier_outside_west,450,TOP
battle_frontier_outside_west,451,TOP
battle_frontier_outside_west,452,TOP
battle_frontier_outside_west,453,TOP
battle_frontier_outside_west,454,TOP
battle_frontier_outside_west,455,TOP
battle_frontier_outside_west,456,TOP
battle_frontier_outside_west,457,TOP
battle_frontier_outside_west,458,TOP
battle_frontier_outside_west,459,TOP
battle_frontier_outside_west,460,TOP
battle_frontier_outside_west,461,COVERED
battle_frontier_outside_west,462,TOP
battle_frontier_outside_west,463,TOP
battle_frontier_outside_west,464,TOP
battle_frontier_outside_west,465,TOP
battle_frontier_outside_west,466,TOP
battle_frontier_outside_west,467,TOP
battle_frontier_outside_west,468,TOP
battle_frontier_outside_west,469,TOP
battle_frontier_outside_west,470,COVERED
battle_frontier_outside_west,471,COVERED
battle_frontier_outside_west,472,TOP
battle_frontier_outside_west,473,TOP
battle_frontier_outside_west,474,TOP
battle_frontier_outside_west,475,TOP
battle_frontier_outside_west,476,TOP
battle_frontier_outside_west,477,TOP
battle_frontier_outside_west,478,TOP
battle_frontier_outside_west,479,TOP
battle_frontier_outside_west,480,TOP
battle_frontier_outside_west,481,TOP
battle_frontier_outside_west,482,COVERED
battle_frontier_outside_west,483,TOP
battle_frontier_outside_west,484,TOP
battle_frontier_outside_west,485,TOP
battle_frontier_outside_west,486,TOP
battle_frontier_outside_west,487,TOP
battle_frontier_outside_west,488,TOP
battle_frontier_outside_west,489,TOP
battle_frontier_outside_west,490,COVERED
battle_frontier_outside_west,491,TOP
battle_frontier_outside_west,492,TOP
battle_frontier_outside_west,493,TOP
battle_frontier_outside_west,494,TOP
battle_frontier_outside_west,495,TOP
battle_frontier_outside_west,496,COVERED
battle_frontier_outside_west,497,COVERED
battle_frontier_outside_west,498,COVERED
battle_frontier_outside_west,499,COVERED
battle_frontier_outside_west,500,COVERED
battle_frontier_outside_west,501,COVERED
battle_frontier_outside_west,502,TOP
battle_frontier_outside_west,503,TOP
battle_frontier_outside_west,504,TOP
battle_frontier_outside_west,505,COVERED
battle_frontier_outside_west,506,COVERED
battle_frontier_outside_west,507,COVERED
battle_frontier_outside_west,508,COVERED
battle_frontier_outside_west,509,COVERED
mossdeep,0,COVERED
mossdeep,1,COVERED
mossdeep,2,COVERED
mossdeep,3,COVERED
mossdeep,4,COVERED
mossdeep,5,COVERED
mossdeep,6,COVERED
mossdeep,7,COVERED
mossdeep,8,COVERED
mossdeep,9,COVERED
mossdeep,10,COVERED
mossdeep,11,COVERED
mossdeep,12,COVERED
mossdeep,13,COVERED
mossdeep,14,COVERED
mossdeep,15,COVERED
mossdeep,16,COVERED
mossdeep,17,COVERED
mossdeep,18,COVERED
mossdeep,19,COVERED
mossdeep,20,COVERED
mossdeep,21,COVERED
mossdeep,22,COVERED
mossdeep,23,COVERED
mossdeep,24,COVERED
mossdeep,25,COVERED
mossdeep,26,COVERED
mossdeep,27,COVERED
mossdeep,28,COVERED
mossdeep,29,COVERED
mossdeep,30,COVERED
mossdeep,31,COVERED
mossdeep,32,COVERED
mossdeep,33,COVERED
mossdeep,34,COVERED
mossdeep,35,COVERED
mossdeep,36,COVERED
mossdeep,37,COVERED
mossdeep,38,COVERED
mossdeep,39,COVERED
mossdeep,40,COVERED
mossdeep,41,COVERED
mossdeep,42,COVERED
mossdeep,43,COVERED
mossdeep,44,COVERED
mossdeep,45,COVERED
mossdeep,46,COVERED
mossdeep,47,COVERED
mossdeep,48,COVERED
mossdeep,49,COVERED
mossdeep,50,COVERED
mossdeep,51,COVERED
mossdeep,52,COVERED
mossdeep,53,COVERED
mossdeep,54,COVERED
mossdeep,55,COVERED
mossdeep,56,COVERED
mossdeep,57,COVERED
mossdeep,58,COVERED
mossdeep,59,COVERED
mossdeep,60,COVERED
mossdeep,61,COVERED
mossdeep,62,COVERED
mossdeep,63,COVERED
mossdeep,64,COVERED
mossdeep,65,COVERED
mossdeep,66,COVERED
mossdeep,67,COVERED
mossdeep,68,COVERED
mossdeep,69,COVERED
mossdeep,70,COVERED
mossdeep,71,COVERED
mossdeep,72,COVERED
mossdeep,73,COVERED
mossdeep,74,COVERED
mossdeep,75,COVERED
mossdeep,76,COVERED
mossdeep,77,COVERED
mossdeep,78,COVERED
mossdeep,79,COVERED
mossdeep,80,COVERED
mossdeep,81,COVERED
mossdeep,82,COVERED
mossdeep,83,COVERED
mossdeep,84,COVERED
mossdeep,85,COVERED
mossdeep,86,COVERED
mossdeep,87,COVERED
mossdeep,88,COVERED
mossdeep,89,COVERED
mossdeep,90,COVERED
mossdeep,91,COVERED
mossdeep,92,COVERED
mossdeep,93,COVERED
mossdeep,94,COVERED
mossdeep,95,COVERED
mossdeep,96,COVERED
mossdeep,97,COVERED
mossdeep,98,COVERED
mossdeep,99,COVERED
mossdeep,100,COVERED
mossdeep,101,COVERED
mossdeep,102,COVERED
mossdeep,103,COVERED
mossdeep,104,COVERED
mossdeep,105,COVERED
mossdeep,106,COVERED
mossdeep,107,COVERED
mossdeep,108,COVERED
mossdeep,109,COVERED
mossdeep,110,COVERED
mossdeep,111,COVERED
mossdeep,112,COVERED
mossdeep,113,COVERED
mossdeep,114,COVERED
mossdeep,115,COVERED
mossdeep,116,COVERED
mossdeep,117,COVERED
mossdeep,118,COVERED
mossdeep,119,COVERED
mossdeep,120,COVERED
mossdeep,121,COVERED
mossdeep,122,COVERED
mossdeep,123,COVERED
mossdeep,124,COVERED
mossdeep,125,COVERED
mossdeep,126,COVERED
mossdeep,127,COVERED
mossdeep,128,COVERED
mossdeep,129,COVERED
mossdeep,130,COVERED
mossdeep,131,COVERED
mossdeep,132,COVERED
mossdeep,133,COVERED
mossdeep,134,COVERED
mossdeep,135,COVERED
mossdeep,136,COVERED
mossdeep,137,COVERED
mossdeep,138,COVERED
mossdeep,139,COVERED
mossdeep,140,COVERED
mossdeep,141,COVERED
mossdeep,142,COVERED
mossdeep,143,COVERED
mossdeep,144,TOP
mossdeep,145,TOP
mossdeep,146,TOP
mossdeep,147,TOP
mossdeep,148,TOP
mossdeep,149,TOP
mossdeep,150,TOP
mossdeep,151,TOP
mossdeep,152,TOP
mossdeep,153,TOP
mossdeep,154,TOP
mossdeep,155,TOP
mossdeep,156,TOP
mossdeep,157,TOP
mossdeep,158,TOP
mossdeep,159,TOP
mossdeep,160,COVERED
mossdeep,161,COVERED
mossdeep,162,COVERED
mossdeep,163,COVERED
mossdeep,164,TOP
mossdeep,165,TOP
mossdeep,166,TOP
mossdeep,167,TOP
mossdeep,168,TOP
mossdeep,169,TOP
mossdeep,170,TOP
mossdeep,171,TOP
mossdeep,172,TOP
mossdeep,173,TOP
mossdeep,174,TOP
mossdeep,175,TOP
mossdeep,176,COVERED
mossdeep,177,TOP
mossdeep,178,COVERED
mossdeep,179,COVERED
mossdeep,180,TOP
mossdeep,181,TOP
mossdeep,182,TOP
mossdeep,183,COVERED
mossdeep,184,COVERED
mossdeep,185,COVERED
mossdeep,186,COVERED
mossdeep,187,COVERED
mossdeep,188,COVERED
mossdeep,189,COVERED
mossdeep,190,COVERED
mossdeep,191,COVERED
mossdeep,192,COVERED
mossdeep,193,COVERED
mossdeep,194,COVERED
mossdeep,195,TOP
mossdeep,196,TOP
mossdeep,197,TOP
mossdeep,198,TOP
mossdeep,199,TOP
mossdeep,200,COVERED
mossdeep,201,COVERED
mossdeep,202,COVERED
mossdeep,203,COVERED
mossdeep,204,COVERED
mossdeep,205,COVERED
mossdeep,206,COVERED
mossdeep,207,COVERED
mossdeep,208,COVERED
mossdeep,209,COVERED
mossdeep,210,COVERED
mossdeep,211,COVERED
mossdeep,212,COVERED
mossdeep,213,COVERED
mossdeep,214,TOP
mossdeep,215,COVERED
mossdeep,216,COVERED
mossdeep,217,COVERED
mossdeep,218,TOP
mossdeep,219,TOP
mossdeep,220,TOP
mossdeep,221,TOP
mossdeep,222,TOP
mossdeep,223,TOP
mossdeep,224,TOP
mossdeep,225,TOP
mossdeep,226,COVERED
mossdeep,227,COVERED
mossdeep,228,COVERED
mossdeep,229,COVERED
mossdeep,230,COVERED
mossdeep,231,COVERED
mossdeep,232,COVERED
mossdeep,233,COVERED
mossdeep,234,COVERED
mossdeep,235,COVERED
mossdeep,236,COVERED
mossdeep,237,COVERED
mossdeep,238,COVERED
mossdeep,239,COVERED
mossdeep,240,TOP
mossdeep,241,TOP
mossdeep,242,TOP
mossdeep,243,TOP
mossdeep,244,TOP
mossdeep,245,COVERED
mossdeep,246,COVERED
mossdeep,247,COVERED
mossdeep,248,COVERED
mossdeep,249,COVERED
mossdeep,250,TOP
mossdeep,251,TOP
mossdeep,252,TOP
mossdeep,253,COVERED
mossdeep,254,COVERED
mossdeep,255,COVERED
mossdeep,256,COVERED
mossdeep,257,TOP
mossdeep,258,TOP
mossdeep,259,TOP
mossdeep,260,TOP
mossdeep,261,TOP
mossdeep,262,COVERED
mossdeep,263,COVERED
mossdeep,264,TOP
mossdeep,265,TOP
mossdeep,266,TOP
mossdeep,267,TOP
mossdeep,268,TOP
mossdeep,269,TOP
mossdeep,270,TOP
mossdeep,271,TOP
mossdeep,272,COVERED
mossdeep,273,COVERED
mossdeep,274,COVERED
mossdeep,275,COVERED
mossdeep,276,COVERED
mossdeep,277,COVERED
mossdeep,278,COVERED
mossdeep,279,TOP
mossdeep,280,COVERED
mossdeep,281,COVERED
mossdeep,282,TOP
mossdeep,283,TOP
mossdeep,284,TOP
mossdeep,285,TOP
mossdeep,286,TOP
mossdeep,287,TOP
mossdeep,288,COVERED
mossdeep,289,COVERED
mossdeep,290,COVERED
mossdeep,291,COVERED
mossdeep,292,TOP
mossdeep,293,TOP
mossdeep,294,COVERED
mossdeep,295,COVERED
mossdeep,296,TOP
mossdeep,297,TOP
mossdeep,298,TOP
mossdeep,299,TOP
mossdeep,300,TOP
mossdeep,301,TOP
mossdeep,302,TOP
mossdeep,303,TOP
mossdeep,304,TOP
mossdeep,305,TOP
mossdeep,306,TOP
mossdeep,307,TOP
mossdeep,308,TOP
mossdeep,309,TOP
mossdeep,310,TOP
mossdeep,311,TOP
mossdeep,312,TOP
mossdeep,313,TOP
mossdeep,314,TOP
mossdeep,315,TOP
mossdeep,316,TOP
mossdeep,317,TOP
mossdeep,318,TOP
mossdeep,319,TOP
mossdeep,320,COVERED
mossdeep,321,COVERED
mossdeep,322,COVERED
mossdeep,323,TOP
mossdeep,324,COVERED
mossdeep,325,TOP
mossdeep,326,TOP
mossdeep,327,TOP
mossdeep,328,COVERED
mossdeep,329,COVERED
mossdeep,330,COVERED
mossdeep,331,COVERED
mossdeep,332,TOP
mossdeep,333,COVERED
mossdeep,334,TOP
mossdeep,335,TOP
mossdeep,336,COVERED
mossdeep,337,COVERED
mossdeep,338,TOP
mossdeep,339,TOP
mossdeep,340,TOP
mossdeep,341,TOP
mossdeep,342,TOP
mossdeep,343,COVERED
mossdeep,344,TOP
mossdeep,345,TOP
mossdeep,346,TOP
mossdeep,347,TOP
mossdeep,348,COVERED
mossdeep,349,TOP
mossdeep,350,TOP
mossdeep,351,TOP
mossdeep,352,TOP
mossdeep,353,TOP
mossdeep,354,TOP
mossdeep,355,COVERED
mossdeep,356,COVERED
mossdeep,357,COVERED
mossdeep,358,COVERED
mossdeep,359,TOP
mossdeep,360,TOP
mossdeep,361,TOP
mossdeep,362,TOP
mossdeep,363,COVERED
mossdeep,364,COVERED
mossdeep,365,COVERED
mossdeep,366,COVERED
mossdeep,367,TOP
mossdeep,368,COVERED
mossdeep,369,TOP
mossdeep,370,TOP
mossdeep,371,TOP
mossdeep,372,TOP
mossdeep,373,TOP
mossdeep,374,TOP
mossdeep,375,TOP
mossdeep,376,COVERED
mossdeep,377,TOP
mossdeep,378,TOP
mossdeep,379,TOP
mossdeep,380,TOP
mossdeep,381,TOP
mossdeep,382,TOP
mossdeep,383,TOP
mossdeep,384,COVERED
mossdeep,385,TOP
mossdeep,386,TOP
mossdeep,387,TOP
mossdeep,388,TOP
mossdeep,389,TOP
mossdeep,390,TOP
mossdeep,391,TOP
mossdeep,392,COVERED
mossdeep,393,TOP
mossdeep,394,TOP
mossdeep,395,TOP
mossdeep,396,TOP
mossdeep,397,TOP
mossdeep,398,TOP
mossdeep,399,COVERED
mossdeep,400,COVERED
mossdeep,401,TOP
mossdeep,402,TOP
mossdeep,403,TOP
mossdeep,404,TOP
mossdeep,405,TOP
mossdeep,406,TOP
mossdeep,407,COVERED
mossdeep,408,COVERED
mossdeep,409,TOP
mossdeep,410,TOP
mossdeep,411,TOP
mossdeep,412,TOP
mossdeep,413,TOP
mossdeep,414,TOP
mossdeep,415,COVERED
mossdeep,416,TOP
mossdeep,417,TOP
mossdeep,418,TOP
mossdeep,419,TOP
mossdeep,420,TOP
mossdeep,421,TOP
mossdeep,422,TOP
mossdeep,423,TOP
mossdeep,424,TOP
mossdeep,425,TOP
mossdeep,426,TOP
mossdeep,427,TOP
mossdeep,428,TOP
mossdeep,429,TOP
mossdeep,430,TOP
mossdeep,431,TOP
mossdeep,432,TOP
mossdeep,433,TOP
mossdeep,434,TOP
mossdeep,435,TOP
mossdeep,436,TOP
mossdeep,437,TOP
mossdeep,438,TOP
mossdeep,439,TOP
mossdeep,440,TOP
mossdeep,441,TOP
mossdeep,442,TOP
mossdeep,443,TOP
mossdeep,444,TOP
mossdeep,445,TOP
mossdeep,446,COVERED
mossdeep,447,COVERED
mossdeep,448,TOP
mossdeep,449,TOP
mossdeep,450,TOP
mossdeep,451,TOP
mossdeep,452,TOP
mossdeep,453,TOP
distortion_world,0,COVERED
distortion_world,1,COVERED
distortion_world,2,COVERED
distortion_world,3,COVERED
distortion_world,4,COVERED
distortion_world,5,COVERED
distortion_world,6,COVERED
distortion_world,7,COVERED
distortion_world,8,COVERED
distortion_world,9,COVERED
distortion_world,10,COVERED
distortion_world,11,COVERED
distortion_world,12,COVERED
distortion_world,13,COVERED
distortion_world,14,COVERED
distortion_world,15,COVERED
distortion_world,16,COVERED
distortion_world,17,COVERED
distortion_world,18,COVERED
distortion_world,19,COVERED
distortion_world,20,COVERED
distortion_world,21,COVERED
distortion_world,22,COVERED
distortion_world,23,COVERED
distortion_world,24,COVERED
distortion_world,25,COVERED
distortion_world,26,COVERED
distortion_world,27,COVERED
distortion_world,28,TOP
distortion_world,29,TOP
distortion_world,30,COVERED
distortion_world,31,COVERED
distortion_world,32,COVERED
distortion_world,33,COVERED
distortion_world,34,COVERED
distortion_world,35,COVERED
distortion_world,36,TOP
distortion_world,37,TOP
distortion_world,38,COVERED
distortion_world,39,COVERED
distortion_world,40,COVERED
distortion_world,41,COVERED
distortion_world,42,COVERED
distortion_world,43,COVERED
distortion_world,44,COVERED
distortion_world,45,COVERED
distortion_world,46,COVERED
distortion_world,47,COVERED
distortion_world,48,COVERED
distortion_world,49,COVERED
distortion_world,50,COVERED
distortion_world,51,COVERED
distortion_world,52,COVERED
distortion_world,53,COVERED
distortion_world,54,COVERED
distortion_world,55,COVERED
distortion_world,56,COVERED
distortion_world,57,COVERED
distortion_world,58,COVERED
distortion_world,59,COVERED
distortion_world,60,COVERED
distortion_world,61,COVERED
distortion_world,62,COVERED
distortion_world,63,COVERED
distortion_world,64,COVERED
distortion_world,65,COVERED
distortion_world,66,NORMAL
distortion_world,67,COVERED
distortion_world,68,COVERED
distortion_world,69,TOP
distortion_world,70,COVERED
distortion_world,71,COVERED
distortion_world,72,COVERED
distortion_world,73,COVERED
distortion_world,74,COVERED
distortion_world,75,COVERED
distortion_world,76,COVERED
distortion_world,77,COVERED
distortion_world,78,COVERED
distortion_world,79,COVERED
distortion_world,80,COVERED
distortion_world,81,COVERED
distortion_world,82,COVERED
distortion_world,83,COVERED
distortion_world,84,COVERED
distortion_world,85,COVERED
distortion_world,86,COVERED
distortion_world,87,COVERED
distortion_world,88,COVERED
distortion_world,89,COVERED
distortion_world,90,COVERED
distortion_world,91,COVERED
distortion_world,92,COVERED
distortion_world,93,NORMAL
distortion_world,94,COVERED
distortion_world,95,COVERED
distortion_world,96,COVERED
distortion_world,97,COVERED
distortion_world,98,COVERED
distortion_world,99,COVERED
distortion_world,100,COVERED
distortion_world,101,COVERED
distortion_world,102,COVERED
distortion_world,103,COVERED
distortion_world,104,NORMAL
distortion_world,105,SPLIT
distortion_world,106,SPLIT
distortion_world,107,SPLIT
distortion_world,108,SPLIT
distortion_world,109,SPLIT
distortion_world,110,SPLIT
distortion_world,111,COVERED
distortion_world,112,SPLIT
distortion_world,113,COVERED
distortion_world,114,SPLIT
distortion_world,115,SPLIT
distortion_world,116,SPLIT
distortion_world,117,SPLIT
